family_accession,family_id
PF05443.11,ROS_MUCR
PF13864.6,Enkurin
PF05228.13,CHASE4
PF06602.14,Myotub-related
PF08241.12,Methyltransf_11
PF08631.10,SPO22
PF00829.21,Ribosomal_L21p
PF06004.12,DUF903
PF07516.13,SecA_SW
PF03449.15,GreA_GreB_N
PF11583.8,AurF
PF12490.8,BCAS3
PF00208.21,ELFV_dehydrog
PF17652.1,Glyco_hydro81C
PF18728.1,HEPN_AbiV
PF03797.19,Autotransporter
PF03630.14,Fumble
PF01295.18,Adenylate_cycl
PF12175.8,WSS_VP
PF02251.18,PA28_alpha
PF10336.9,DUF2420
PF13667.6,ThiC-associated
PF03929.16,PepSY_TM
PF03602.15,Cons_hypoth95
PF04338.12,DUF481
PF15439.6,NYAP_N
PF18735.1,HEPN_RiboL-PSP
PF02811.19,PHP
PF14508.6,GH97_N
PF05651.13,Diacid_rec
PF01562.19,Pep_M12B_propep
PF15249.6,GLTSCR1
PF04324.15,Fer2_BFD
PF10438.9,Cyc-maltodext_C
PF17095.5,CAMSAP_CC1
PF12850.7,Metallophos_2
PF02978.19,SRP_SPB
PF01314.18,AFOR_C
PF06427.11,UDP-g_GGTase
PF14326.6,DUF4384
PF10929.8,DUF2811
PF02589.15,LUD_dom
PF09481.10,CRISPR_Cse1
PF16863.5,NtCtMGAM_N
PF01436.21,NHL
PF01997.16,Translin
PF04000.15,Sas10_Utp3
PF11810.8,DUF3332
PF13493.6,DUF4118
PF12341.8,Mcl1_mid
PF16576.5,HlyD_D23
PF16658.5,RF3_C
PF11315.8,Med30
PF07796.11,DUF1638
PF18199.1,Dynein_C
PF01416.20,PseudoU_synth_1
PF16344.5,DUF4974
PF18712.1,DUF5644
PF09724.9,Dcc1
PF07398.11,MDMPI_C
PF02012.20,BNR
PF01201.22,Ribosomal_S8e
PF01329.19,Pterin_4a
PF01280.20,Ribosomal_L19e
PF06230.11,LpxI_C
PF09494.10,Slx4
PF18573.1,BclA_C
PF17678.1,Glyco_hydro_92N
PF10646.9,Germane
PF01652.18,IF4E
PF09090.11,MIF4G_like_2
PF11975.8,Glyco_hydro_4C
PF05697.13,Trigger_N
PF05132.14,RNA_pol_Rpc4
PF12401.8,DUF3662
PF10343.9,Q_salvage
PF04756.13,OST3_OST6
PF02421.18,FeoB_N
PF18862.1,ApeA_NTD1
PF08343.10,RNR_N
PF16488.5,ArgoL2
PF00771.20,FHIPEP
PF17853.1,GGDEF_2
PF01794.19,Ferric_reduct
PF03000.14,NPH3
PF03977.13,OAD_beta
PF17733.1,DUF5572
PF04295.13,GD_AH_C
PF08660.11,Alg14
PF05380.13,Peptidase_A17
PF16582.5,TPP_enzyme_M_2
PF10806.8,SAM35
PF11987.8,IF-2
PF15069.6,FAM163
PF11107.8,FANCF
PF14853.6,Fis1_TPR_C
PF03600.16,CitMHS
PF04361.13,DUF494
PF11318.8,DUF3120
PF00338.22,Ribosomal_S10
PF03190.15,Thioredox_DsbH
PF14772.6,NYD-SP28
PF10415.9,FumaraseC_C
PF17801.1,Melibiase_C
PF06441.12,EHN
PF02073.15,Peptidase_M29
PF00817.20,IMS
PF08573.10,SAE2
PF07676.12,PD40
PF02130.17,UPF0054
PF10400.9,Vir_act_alpha_C
PF07817.13,GLE1
PF13094.6,CENP-Q
PF04479.13,RTA1
PF17101.5,Stealth_CR1
PF08740.11,BCS1_N
PF04285.12,DUF444
PF03416.19,Peptidase_C54
PF03613.14,EIID-AGA
PF18796.1,LPD1
PF16010.5,CDH-cyt
PF07721.14,TPR_4
PF08922.11,DUF1905
PF01191.19,RNA_pol_Rpb5_C
PF06750.13,DiS_P_DiS
PF02517.16,CPBP
PF12532.8,DUF3732
PF02365.15,NAM
PF01169.19,UPF0016
PF13255.6,DUF4046
PF00312.22,Ribosomal_S15
PF08486.10,SpoIID
PF01116.20,F_bP_aldolase
PF04149.12,DUF397
PF16752.5,TBCC_N
PF00995.23,Sec1
PF16908.5,VPS13
PF03621.13,MbtH
PF02817.17,E3_binding
PF08478.10,POTRA_1
PF02609.16,Exonuc_VII_S
PF04398.12,DUF538
PF13539.6,Peptidase_M15_4
PF08753.11,NikR_C
PF10114.9,PocR
PF14510.6,ABC_trans_N
PF14612.6,Ino80_Iec3
PF00365.20,PFK
PF03723.14,Hemocyanin_C
PF05140.14,ResB
PF06439.11,DUF1080
PF05198.16,IF3_N
PF02595.15,Gly_kinase
PF00162.19,PGK
PF17892.1,Cadherin_5
PF07335.11,Glyco_hydro_75
PF10397.9,ADSL_C
PF02537.15,CRCB
PF15679.5,DUF4665
PF12046.8,CCB1
PF01197.18,Ribosomal_L31
PF12810.7,Gly_rich
PF08482.10,HrpB_C
PF15237.6,PTRF_SDPR
PF17754.1,TetR_C_14
PF13716.6,CRAL_TRIO_2
PF10403.9,BHD_1
PF01799.20,Fer2_2
PF09979.9,DUF2213
PF14525.6,AraC_binding_2
PF00126.27,HTH_1
PF17292.2,POB3_N
PF06754.12,PhnG
PF17770.1,RNase_J_C
PF02519.14,Auxin_inducible
PF05221.17,AdoHcyase
PF08678.10,Rsbr_N
PF04024.12,PspC
PF17810.1,Arg_decarb_HB
PF07743.13,HSCB_C
PF01715.17,IPPT
PF09174.10,Maf1
PF18739.1,HEPN_Apea
PF11042.8,DUF2750
PF03652.15,RuvX
PF05194.12,UreE_C
PF13396.6,PLDc_N
PF06136.13,DUF966
PF12162.8,STAT1_TAZ2bind
PF02092.17,tRNA_synt_2f
PF16518.5,GrlR
PF13449.6,Phytase-like
PF08232.12,Striatin
PF01132.20,EFP
PF15801.5,zf-C6H2
PF07660.14,STN
PF06177.11,QueT
PF08238.12,Sel1
PF01658.17,Inos-1-P_synth
PF11794.8,HpaB_N
PF05810.12,NinF
PF18560.1,Lectin_like
PF07005.11,SBD_N
PF05078.12,DUF679
PF17691.1,Croc_4
PF06491.11,Disulph_isomer
PF04468.12,PSP1
PF09621.10,LcrR
PF03009.17,GDPD
PF12423.8,KIF1B
PF11712.8,Vma12
PF13855.6,LRR_8
PF00319.18,SRF-TF
PF02625.16,XdhC_CoxI
PF13604.6,AAA_30
PF03018.14,Dirigent
PF09179.11,TilS
PF14310.6,Fn3-like
PF00445.18,Ribonuclease_T2
PF03297.15,Ribosomal_S25
PF04072.14,LCM
PF09969.9,DUF2203
PF04561.14,RNA_pol_Rpb2_2
PF16466.5,DUF5047
PF05575.11,V_cholerae_RfbT
PF01217.20,Clat_adaptor_s
PF12019.8,GspH
PF10296.9,MMM1
PF02559.16,CarD_CdnL_TRCF
PF13802.6,Gal_mutarotas_2
PF03458.13,UPF0126
PF02657.15,SufE
PF02190.16,LON_substr_bdg
PF06429.13,Flg_bbr_C
PF00271.31,Helicase_C
PF00193.17,Xlink
PF03707.16,MHYT
PF13350.6,Y_phosphatase3
PF02429.15,PCP
PF04134.12,DUF393
PF01774.17,UreD
PF01747.17,ATP-sulfurylase
PF15301.6,SLAIN
PF04307.14,YdjM
PF01035.20,DNA_binding_1
PF03618.14,Kinase-PPPase
PF07369.11,DUF1488
PF07700.15,HNOB
PF15599.6,Imm63
PF16185.5,MTABC_N
PF00953.21,Glycos_transf_4
PF13640.6,2OG-FeII_Oxy_3
PF04786.12,Baculo_DNA_bind
PF13707.6,RloB
PF14417.6,MEDS
PF01569.21,PAP2
PF03098.15,An_peroxidase
PF00656.22,Peptidase_C14
PF13385.6,Laminin_G_3
PF12066.8,DUF3546
PF05001.13,RNA_pol_Rpb1_R
PF03562.17,MltA
PF02805.16,Ada_Zn_binding
PF02548.15,Pantoate_transf
PF02574.16,S-methyl_trans
PF00303.19,Thymidylat_synt
PF04536.14,TPM_phosphatase
PF14033.6,DUF4246
PF00572.18,Ribosomal_L13
PF10432.9,bact-PGI_C
PF00046.29,Homeodomain
PF05685.12,Uma2
PF02660.15,G3P_acyltransf
PF00268.21,Ribonuc_red_sm
PF12451.8,VPS11_C
PF03989.13,DNA_gyraseA_C
PF12769.7,PNTB_4TM
PF07610.11,DUF1573
PF07803.11,GSG-1
PF03462.18,PCRF
PF15733.5,DUF4682
PF17116.5,DUF5103
PF14395.6,COOH-NH2_lig
PF11898.8,DUF3418
PF14198.6,TnpV
PF05022.12,SRP40_C
PF00709.21,Adenylsucc_synt
PF05943.12,VipB
PF14344.6,DUF4397
PF01977.16,UbiD
PF00472.20,RF-1
PF10102.9,DUF2341
PF13302.7,Acetyltransf_3
PF15917.5,PIEZO
PF16880.5,EHD_N
PF08142.12,AARP2CN
PF18838.1,LPD23
PF04732.14,Filament_head
PF12309.8,KBP_C
PF16420.5,ATG7_N
PF12472.8,DUF3693
PF14752.6,RBP_receptor
PF00177.21,Ribosomal_S7
PF10324.9,7TM_GPCR_Srw
PF00403.26,HMA
PF12860.7,PAS_7
PF03741.16,TerC
PF03719.15,Ribosomal_S5_C
PF13439.6,Glyco_transf_4
PF06172.11,Cupin_5
PF13410.6,GST_C_2
PF14493.6,HTH_40
PF15644.6,Gln_amidase
PF06050.13,HGD-D
PF16578.5,IL17R_fnIII_D2
PF05285.12,SDA1
PF07650.17,KH_2
PF01177.22,Asp_Glu_race
PF10613.9,Lig_chan-Glu_bd
PF05751.11,FixH
PF11951.8,Fungal_trans_2
PF09446.10,VMA21
PF09496.10,CENP-O
PF03641.14,Lysine_decarbox
PF10384.9,Scm3
PF00719.19,Pyrophosphatase
PF13223.6,DUF4031
PF13734.6,Inhibitor_I69
PF11841.8,DUF3361
PF01287.20,eIF-5a
PF09529.10,Intg_mem_TP0381
PF03358.15,FMN_red
PF01330.21,RuvA_N
PF13793.6,Pribosyltran_N
PF14331.6,ImcF-related_N
PF11662.8,DUF3263
PF03466.20,LysR_substrate
PF01149.24,Fapy_DNA_glyco
PF18388.1,Atg29_N
PF04350.13,PilO
PF10216.9,ChpXY
PF13246.6,Cation_ATPase
PF00349.21,Hexokinase_1
PF04654.12,DUF599
PF09958.9,DUF2192
PF05761.14,5_nucleotid
PF08148.12,DSHCT
PF14985.6,TM140
PF14686.6,fn3_3
PF06881.11,Elongin_A
PF06102.12,RRP36
PF11373.8,DUF3175
PF00567.24,TUDOR
PF12183.8,NotI
PF11791.8,Aconitase_B_N
PF18054.1,CEL_III_C
PF03936.16,Terpene_synth_C
PF01728.19,FtsJ
PF16543.5,DFRP_C
PF16525.5,MHB
PF07001.11,BAT2_N
PF00252.18,Ribosomal_L16
PF05157.15,T2SSE_N
PF07584.11,BatA
PF09415.10,CENP-X
PF04267.12,SoxD
PF03147.14,FDX-ACB
PF01808.18,AICARFT_IMPCHas
PF00844.18,Gemini_coat
PF06518.11,DUF1104
PF01288.20,HPPK
PF05182.13,Fip1
PF11754.8,Velvet
PF11838.8,ERAP1_C
PF17144.4,Ribosomal_L5e
PF01139.17,RtcB
PF02152.18,FolB
PF06201.13,PITH
PF02145.15,Rap_GAP
PF03883.14,H2O2_YaaD
PF12242.8,Eno-Rase_NADH_b
PF01981.16,PTH2
PF14403.6,CP_ATPgrasp_2
PF00019.20,TGF_beta
PF10288.9,CTU2
PF04121.13,Nup84_Nup100
PF02777.18,Sod_Fe_C
PF02929.17,Bgal_small_N
PF04403.13,PqiA
PF14045.6,YIEGIA
PF03637.17,Mob1_phocein
PF01709.20,Transcrip_reg
PF11324.8,DUF3126
PF17647.1,DUF5518
PF14956.6,DUF4505
PF14622.6,Ribonucleas_3_3
PF02699.15,YajC
PF03320.13,FBPase_glpX
PF17948.1,DnaT
PF14338.6,Mrr_N
PF13704.6,Glyco_tranf_2_4
PF12704.7,MacB_PCD
PF05641.12,Agenet
PF16537.5,T2SSB
PF16031.5,TonB_N
PF03676.14,UPF0183
PF00888.22,Cullin
PF01636.23,APH
PF06103.11,DUF948
PF13767.6,DUF4168
PF17405.2,Nrap_D4
PF01825.21,GPS
PF01458.17,UPF0051
PF10075.9,CSN8_PSD8_EIF3K
PF04795.12,PAPA-1
PF00813.20,FliP
PF03403.13,PAF-AH_p_II
PF04096.14,Nucleoporin2
PF11044.8,TMEMspv1-c74-12
PF15659.6,Toxin-JAB1
PF18811.1,DPPIV_rep
PF13824.6,zf-Mss51
PF08521.10,2CSK_N
PF17957.1,Big_7
PF17755.1,UvrA_DNA-bind
PF13623.6,SurA_N_2
PF00886.19,Ribosomal_S16
PF04427.18,Brix
PF13091.6,PLDc_2
PF02884.17,Lyase_8_C
PF05524.13,PEP-utilisers_N
PF08824.10,Serine_rich
PF02735.16,Ku
PF01637.18,ATPase_2
PF02571.14,CbiJ
PF13484.6,Fer4_16
PF08881.10,CVNH
PF15936.5,DUF4749
PF11997.8,DUF3492
PF08531.10,Bac_rhamnosid_N
PF15390.6,WDCP
PF16491.5,Peptidase_M48_N
PF05000.17,RNA_pol_Rpb1_4
PF01522.21,Polysacc_deac_1
PF18174.1,HU-CCDC81_bac_1
PF07557.11,Shugoshin_C
PF07385.12,Lyx_isomer
PF14714.6,KH_dom-like
PF06552.12,TOM20_plant
PF05991.11,NYN_YacP
PF13240.6,zinc_ribbon_2
PF12911.7,OppC_N
PF18845.1,baeRF_family3
PF04114.14,Gaa1
PF06965.12,Na_H_antiport_1
PF03328.14,HpcH_HpaI
PF07007.12,LprI
PF02563.16,Poly_export
PF16119.5,DUF4835
PF00907.22,T-box
PF15951.5,MITF_TFEB_C_3_N
PF09163.11,Form-deh_trans
PF01138.21,RNase_PH
PF14633.6,SH2_2
PF02912.18,Phe_tRNA-synt_N
PF04229.14,GrpB
PF07731.14,Cu-oxidase_2
PF07237.11,DUF1428
PF17768.1,RecJ_OB
PF11288.8,DUF3089
PF02615.14,Ldh_2
PF00464.19,SHMT
PF18723.1,aGPT-Pplase1
PF16116.5,DUF4832
PF06185.12,YecM
PF13636.6,Methyltranf_PUA
PF03993.12,DUF349
PF05189.13,RTC_insert
PF16087.5,DUF4817
PF13508.7,Acetyltransf_7
PF16492.5,Cadherin_C_2
PF03633.15,Glyco_hydro_65C
PF17761.1,DUF1016_N
PF00215.24,OMPdecase
PF09579.10,Spore_YtfJ
PF09285.11,Elong-fact-P_C
PF08623.10,TIP120
PF02182.17,SAD_SRA
PF05388.11,Carbpep_Y_N
PF08406.10,CbbQ_C
PF10401.9,IRF-3
PF07842.12,GCFC
PF01851.22,PC_rep
PF03134.19,TB2_DP1_HVA22
PF00490.21,ALAD
PF00283.19,Cytochrom_B559
PF07749.12,ERp29
PF09118.11,DUF1929
PF09955.9,DUF2189
PF06415.13,iPGM_N
PF02633.14,Creatininase
PF04820.14,Trp_halogenase
PF07386.11,DUF1499
PF06886.11,TPX2
PF01832.20,Glucosaminidase
PF18515.1,Rh5
PF13670.6,PepSY_2
PF05485.12,THAP
PF12717.7,Cnd1
PF05719.11,GPP34
PF11357.8,Spy1
PF04734.13,Ceramidase_alk
PF02758.16,PYRIN
PF06119.14,NIDO
PF14277.6,DUF4364
PF07064.13,RIC1
PF05741.13,zf-nanos
PF06167.12,Peptidase_M90
PF02600.16,DsbB
PF12368.8,Rhodanese_C
PF09402.10,MSC
PF07394.12,DUF1501
PF07431.12,DUF1512
PF10692.9,DUF2498
PF00381.19,PTS-HPr
PF12508.8,Transposon_TraM
PF02530.14,Porin_2
PF12622.7,NpwBP
PF01992.16,vATP-synt_AC39
PF18694.1,TDP43_N
PF08364.11,IF2_assoc
PF03460.17,NIR_SIR_ferr
PF12225.8,MTHFR_C
PF07882.12,Fucose_iso_N2
PF00887.19,ACBP
PF03206.14,NifW
PF03561.15,Allantoicase
PF13630.6,SdpI
PF04364.13,DNA_pol3_chi
PF01817.21,CM_2
PF04498.12,Pox_VP8_L4R
PF13007.7,LZ_Tnp_IS66
PF16803.5,DRE2_N
PF11387.8,DUF2795
PF04669.13,Polysacc_synt_4
PF09286.11,Pro-kuma_activ
PF01926.23,MMR_HSR1
PF00221.19,Lyase_aromatic
PF05529.12,Bap31
PF06071.13,YchF-GTPase_C
PF13639.6,zf-RING_2
PF03371.15,PRP38
PF15886.5,CBM39
PF09962.9,DUF2196
PF03097.18,BRO1
PF03445.13,DUF294
PF01272.19,GreA_GreB
PF02290.15,SRP14
PF07059.12,DUF1336
PF03750.13,Csm2_III-A
PF06996.11,T6SS_TssG
PF10381.9,Autophagy_C
PF01488.20,Shikimate_DH
PF04613.14,LpxD
PF14155.6,DUF4307
PF06825.12,HSBP1
PF18371.1,FAD_SOX
PF00682.19,HMGL-like
PF16138.5,DUF4846
PF09329.11,zf-primase
PF04205.14,FMN_bind
PF01786.17,AOX
PF02909.17,TetR_C_1
PF04304.13,DUF454
PF18087.1,RuBisCo_chap_C
PF16901.5,DAO_C
PF03709.15,OKR_DC_1_N
PF03501.15,S10_plectin
PF06337.12,DUSP
PF10326.9,7TM_GPCR_Str
PF04386.13,SspB
PF04294.13,VanW
PF00648.21,Peptidase_C2
PF06421.12,LepA_C
PF17728.1,BsuBI_PstI_RE_N
PF01944.17,SpoIIM
PF08367.11,M16C_assoc
PF14311.6,DUF4379
PF12764.7,Gly-rich_Ago1
PF02607.17,B12-binding_2
PF05233.13,PHB_acc
PF06803.12,DUF1232
PF04299.12,FMN_bind_2
PF07477.12,Glyco_hydro_67C
PF13020.6,DUF3883
PF13592.6,HTH_33
PF11155.8,DUF2935
PF07678.14,TED_complement
PF01335.21,DED
PF05183.12,RdRP
PF03986.13,Autophagy_N
PF05598.11,DUF772
PF04928.17,PAP_central
PF11680.8,DUF3276
PF04116.13,FA_hydroxylase
PF05042.13,Caleosin
PF11934.8,DUF3452
PF07946.14,DUF1682
PF15495.6,Fimbrillin_C
PF14014.6,DUF4230
PF12074.8,Gcn1_N
PF13860.6,FlgD_ig
PF14636.6,FNIP_N
PF04950.12,RIBIOP_C
PF16685.5,zf-RING_10
PF14092.6,DUF4270
PF10593.9,Z1
PF09907.9,HigB_toxin
PF10670.9,DUF4198
PF18291.1,HU-HIG
PF09508.10,Lact_bio_phlase
PF18766.1,SWI2_SNF2
PF09721.10,Exosortase_EpsH
PF12362.8,DUF3646
PF04895.12,Nre_C
PF16875.5,Glyco_hydro_36N
PF07264.11,EI24
PF03662.14,Glyco_hydro_79n
PF07971.12,Glyco_hydro_92
PF01683.18,EB
PF01641.18,SelR
PF16891.5,STPPase_N
PF13654.6,AAA_32
PF01557.18,FAA_hydrolase
PF03475.14,3-alpha
PF04052.13,TolB_N
PF00137.21,ATP-synt_C
PF03860.16,DUF326
PF13959.6,DUF4217
PF17941.1,PP_kinase_C_1
PF17850.1,CysA_C_terminal
PF13648.6,Lipocalin_4
PF10650.9,zf-C3H1
PF09498.10,DUF2388
PF07000.11,DUF1308
PF03351.17,DOMON
PF01184.19,Gpr1_Fun34_YaaH
PF03749.13,SfsA
PF16862.5,Glyco_hydro_79C
PF01491.16,Frataxin_Cyay
PF14078.6,DUF4259
PF07136.11,DUF1385
PF02252.18,PA28_beta
PF02752.22,Arrestin_C
PF01368.20,DHH
PF14960.6,ATP_synth_reg
PF00061.23,Lipocalin
PF07277.11,SapC
PF14848.6,HU-DNA_bdg
PF12702.7,Lipocalin_3
PF02302.17,PTS_IIB
PF11227.8,DUF3025
PF08066.12,PMC2NT
PF18346.1,SH3_15
PF10307.9,HAD_SAK_1
PF12202.8,OSR1_C
PF13202.6,EF-hand_5
PF02179.16,BAG
PF01220.19,DHquinase_II
PF01239.22,PPTA
PF13475.6,DUF4116
PF17284.2,Spermine_synt_N
PF15902.5,Sortilin-Vps10
PF00961.19,LAGLIDADG_1
PF11940.8,DUF3458
PF00832.20,Ribosomal_L39
PF03690.13,UPF0160
PF09917.9,DUF2147
PF05766.12,NinG
PF01059.17,Oxidored_q5_N
PF12877.7,DUF3827
PF15031.6,DUF4528
PF14608.6,zf-CCCH_2
PF12591.8,DUF3762
PF08561.10,Ribosomal_L37
PF02575.16,YbaB_DNA_bd
PF02238.15,COX7a
PF08287.11,DASH_Spc19
PF05853.12,BKACE
PF14856.6,Hce2
PF02593.14,DUF166
PF05444.12,DUF753
PF18076.1,FGAR-AT_N
PF15962.5,DUF4765
PF06384.11,ICAT
PF14393.6,DUF4422
PF03137.20,OATP
PF04168.12,Alpha-E
PF01156.19,IU_nuc_hydro
PF15403.6,HiaBD2
PF07810.13,TMC
PF05773.22,RWD
PF17942.1,Morc6_S5
PF12396.8,DUF3659
PF12668.7,DUF3791
PF10604.9,Polyketide_cyc2
PF02132.15,RecR
PF07011.11,Elf4
PF17407.2,Nrap_D6
PF03849.14,Tfb2
PF03323.13,GerA
PF02431.15,Chalcone
PF07933.14,DUF1681
PF06276.12,FhuF
PF09573.10,RE_TaqI
PF02901.15,PFL-like
PF03835.15,Rad4
PF00831.23,Ribosomal_L29
PF01134.22,GIDA
PF17092.5,PCB_OB
PF12239.8,DUF3605
PF18844.1,baeRF_family2
PF02561.14,FliS
PF06487.12,SAP18
PF13083.6,KH_4
PF06687.12,SUR7
PF10327.9,7TM_GPCR_Sri
PF03073.15,TspO_MBR
PF09954.9,DUF2188
PF12057.8,BAG6
PF10728.9,DUF2520
PF14020.6,DUF4236
PF02570.15,CbiC
PF00032.17,Cytochrom_B_C
PF14214.6,Helitron_like_N
PF15979.5,Glyco_hydro_115
PF04342.12,DMT_6
PF03730.14,Ku_C
PF09269.11,DUF1967
PF09656.10,PGPGW
PF18052.1,Rx_N
PF13306.6,LRR_5
PF16189.5,Creatinase_N_2
PF05188.17,MutS_II
PF07009.11,NusG_II
PF08734.11,GYD
PF18330.1,Lig_C
PF07928.12,Vps54
PF10341.9,TPP1
PF00940.19,RNA_pol
PF00689.21,Cation_ATPase_C
PF13565.6,HTH_32
PF08523.10,MBF1
PF08327.11,AHSA1
PF11966.8,SSURE
PF02369.16,Big_1
PF10791.9,F1F0-ATPsyn_F
PF16278.5,zf-C2HE
PF07943.13,PBP5_C
PF05125.12,Phage_cap_P2
PF00219.18,IGFBP
PF07503.12,zf-HYPF
PF09348.10,DUF1990
PF12014.8,DUF3506
PF07488.12,Glyco_hydro_67M
PF11317.8,DUF3119
PF08244.12,Glyco_hydro_32C
PF03941.15,INCENP_ARK-bind
PF08033.12,Sec23_BS
PF02021.17,UPF0102
PF07364.12,DUF1485
PF00662.20,Proton_antipo_N
PF00393.19,6PGD
PF08973.10,TM1506
PF08341.11,TED
PF00146.21,NADHdh
PF00584.20,SecE
PF18856.1,baeRF_family12
PF04567.17,RNA_pol_Rpb2_5
PF10298.9,WhiA_N
PF01936.18,NYN
PF17675.1,APG6_N
PF16009.5,DUF4779
PF10785.9,NADH-u_ox-rdase
PF04413.16,Glycos_transf_N
PF00158.26,Sigma54_activat
PF17137.4,DUF5110
PF07047.12,OPA3
PF09278.11,MerR-DNA-bind
PF08137.12,DVL
PF07980.11,SusD_RagB
PF02050.16,FliJ
PF14323.6,GxGYxYP_C
PF06522.11,B12D
PF02569.15,Pantoate_ligase
PF18404.1,Glyco_transf_24
PF04145.15,Ctr
PF17762.1,HTH_ParB
PF02760.15,HIN
PF00596.21,Aldolase_II
PF01101.18,HMG14_17
PF13517.6,VCBS
PF07523.12,Big_3
PF10428.9,SOG2
PF10025.9,DUF2267
PF02351.16,GDNF
PF05334.13,DUF719
PF08512.12,Rtt106
PF03952.16,Enolase_N
PF17642.1,TssD
PF02910.20,Succ_DH_flav_C
PF04446.12,Thg1
PF07966.12,A1_Propeptide
PF14199.6,DUF4317
PF17157.4,GAPES4
PF01245.20,Ribosomal_L19
PF03763.13,Remorin_C
PF14271.6,DUF4359
PF10576.9,EndIII_4Fe-2S
PF02577.14,DNase-RNase
PF01381.22,HTH_3
PF09362.10,DUF1996
PF00867.18,XPG_I
PF14536.6,DUF4441
PF11213.8,DUF3006
PF10649.9,DUF2478
PF00602.17,Flu_PB1
PF18734.1,HEPN_AbiU2
PF07299.11,EF-G-binding_N
PF13191.6,AAA_16
PF04545.16,Sigma70_r4
PF00391.23,PEP-utilizers
PF04573.12,SPC22
PF15297.6,CKAP2_C
PF02572.15,CobA_CobO_BtuR
PF16835.5,SF3A2
PF09785.9,Prp31_C
PF03885.13,DUF327
PF08366.13,LLGL
PF10214.9,Rrn6
PF09333.11,ATG_C
PF06434.13,Aconitase_2_N
PF07525.16,SOCS_box
PF06419.11,COG6
PF02185.16,HR1
PF08337.12,Plexin_cytopl
PF08867.11,FRG
PF07811.12,TadE
PF08370.11,PDR_assoc
PF00029.19,Connexin
PF04178.12,Got1
PF04695.13,Pex14_N
PF13378.6,MR_MLE_C
PF13432.6,TPR_16
PF13927.6,Ig_3
PF11756.8,YgbA_NO
PF08936.10,CsoSCA
PF12698.7,ABC2_membrane_3
PF11698.8,V-ATPase_H_C
PF14629.6,ORC4_C
PF18053.1,GyrB_insert
PF10505.9,NARG2_C
PF07681.12,DoxX
PF02976.15,MutH
PF06294.11,CH_2
PF00702.26,Hydrolase
PF18117.1,EDS1_EP
PF10410.9,DnaB_bind
PF11774.8,Lsr2
PF01486.17,K-box
PF07176.11,DUF1400
PF02373.22,JmjC
PF10048.9,DUF2282
PF02060.15,ISK_Channel
PF00244.20,14-3-3
PF11242.8,DUF2774
PF07608.11,DUF1571
PF09527.10,ATPase_gene1
PF01167.18,Tub
PF06876.12,SCRL
PF14497.6,GST_C_3
PF09783.9,Vac_ImportDeg
PF06945.13,DUF1289
PF15364.6,PAXIP1_C
PF04043.15,PMEI
PF04650.17,YSIRK_signal
PF12134.8,PRP8_domainIV
PF04963.13,Sigma54_CBD
PF07098.11,DUF1360
PF08376.10,NIT
PF01758.16,SBF
PF09918.9,DUF2148
PF17244.2,CDC24_OB3
PF08044.11,DUF1707
PF02834.16,LigT_PEase
PF14966.6,DNA_repr_REX1B
PF01595.20,DUF21
PF00344.20,SecY
PF02610.15,Arabinose_Isome
PF02135.16,zf-TAZ
PF07927.12,HicA_toxin
PF16035.5,Chalcone_2
PF13339.6,AATF-Che1
PF09754.9,PAC2
PF16415.5,CNOT1_CAF1_bind
PF01056.18,Myc_N
PF13273.6,DUF4064
PF17753.1,Ig_mannosidase
PF13765.6,PRY
PF04265.14,TPK_B1_binding
PF03831.14,PhnA
PF17338.2,GP88
PF03607.17,DCX
PF07845.11,DUF1636
PF04365.13,BrnT_toxin
PF01907.19,Ribosomal_L37e
PF10825.8,DUF2752
PF02270.15,TFIIF_beta
PF00611.23,FCH
PF16503.5,zn-ribbon_14
PF18269.1,T3SS_ATPase_C
PF14065.6,DUF4255
PF06748.12,DUF1217
PF04032.16,Rpr2
PF00329.19,Complex1_30kDa
PF14579.6,HHH_6
PF18479.1,PIN_11
PF03947.18,Ribosomal_L2_C
PF08348.11,PAS_6
PF13839.6,PC-Esterase
PF03740.13,PdxJ
PF10615.9,DUF2470
PF06733.15,DEAD_2
PF08292.12,RNA_pol_Rbc25
PF00504.21,Chloroa_b-bind
PF16335.5,DUF4965
PF09759.9,Atx10homo_assoc
PF01003.19,Flavi_capsid
PF07179.12,SseB
PF04923.12,Ninjurin
PF02775.21,TPP_enzyme_C
PF08712.11,Nfu_N
PF02662.16,FlpD
PF03975.13,CheD
PF07730.13,HisKA_3
PF18642.1,IMPa_helical
PF09830.9,ATP_transf
PF04546.13,Sigma70_ner
PF08485.10,Polysacc_syn_2C
PF05383.17,La
PF18325.1,Fas_alpha_ACP
PF14229.6,DUF4332
PF07498.12,Rho_N
PF02556.14,SecB
PF16170.5,DUF4873
PF05845.12,PhnH
PF13197.6,DUF4013
PF01656.23,CbiA
PF01866.17,Diphthamide_syn
PF12920.7,TcdA_TcdB_pore
PF02810.15,SEC-C
PF10720.9,DUF2515
PF00104.30,Hormone_recep
PF02138.18,Beach
PF03777.13,ChpA-C
PF07055.12,Eno-Rase_FAD_bd
PF04432.13,FrhB_FdhB_C
PF06644.11,ATP11
PF04183.12,IucA_IucC
PF01987.17,AIM24
PF07582.12,AP_endonuc_2_N
PF10277.9,Frag1
PF05816.11,TelA
PF00462.24,Glutaredoxin
PF03914.17,CBF
